userName;content;score;at;appVersion;;
Asep Putra;mantap fokonya;5;24/01/2024 16.09;82.00.04;;
Tiyo Hartanto;Woii sinyal perbaiki lah dari dulu sinyal bapuk banget , kurang tinggi menara nya apa yaa , pake bambu coba tambahin ..;5;24/01/2024 16.09;81.16.00;;
Pangeran Nurbaya;ok;5;24/01/2024 16.08;82.00.03;;
Nasrun Aryadi;sangat baik;5;24/01/2024 16.06;82.00.03;;
muhammad Adiansyah;akhir akhir ini sering sekali jaringan tidak stabil,mohon maaf jika besok atau lusa masih seperti ini saya tidak mau lagi pakai Indosat;2;24/01/2024 15.51;82.00.02;;
Muhammad Edi;Even tolol impoin gak bisa di tukar buat event segala;1;24/01/2024 15.41;82.00.03;;
Abdul haki Hakim;Yau tube;5;24/01/2024 15.38;0;;
aByan;good;5;24/01/2024 15.37;81.16.00;;
Harris Setyawan;Mahal,sinyal juga susah lemot ganti provider lain yg lebih worth it;1;24/01/2024 15.37;82.00.04;;
Antonio Pietersz;Bagus....;5;24/01/2024 15.30;82.00.04;;
Harun Nur rasyid;Beli paket 100 gb saat paket tinggal 20 gb pasti kecepatan akses Internet dikurangi, yg bener aja lah indosat harusnya di beri penjelasan dong kalau gitu konsepnya kalau kaya gini kalian mengambil hak kami sama aja dengan mencuri;1;24/01/2024 15.29;0;;
Ditz Yogz;👍;5;24/01/2024 15.29;0;;
Aura Zahira;Baik saya suka;4;24/01/2024 15.26;81.16.00;;
Edooy batam;ok;4;24/01/2024 15.23;0;;
Nana Mahdi;mantap;5;24/01/2024 15.18;82.00.04;;
Coro abang;Tolong tambahkan gif paket kouta lagi sama seperti dulu juga di bawah angka 10 rb;2;24/01/2024 15.17;0;;
Rikaa Dami;Uang saya juga ga masuk saya sudah membeli pulsa kok ga masuk;1;24/01/2024 15.16;82.00.02;;
Sapril Hadi;ok;1;24/01/2024 15.10;0;;
Nariyo tani;q suka banget;5;24/01/2024 15.10;82.00.04;;
Aan Subandi;jaringan semakin lemot;4;24/01/2024 15.08;81.16.00;;
dodi eriyoga;Makin hari sinyal makin gk jelas;3;24/01/2024 15.08;81.16.00;;
Yoshua Rewando;Tolong dong perbaiki Jaringan nya, ini parah banget dari sebelumnya. Kacau sudah lama² kalau seperti ini;1;24/01/2024 15.03;81.06.00;;
muhamad habidin;Indosat jaringan lelet kaya keong.;1;24/01/2024 15.01;82.00.02;;
Amy Kahfy;sinyal tmbah jlek...tambah parah;1;24/01/2024 14.57;0;;
Drs. QQ;Lapor kabupaten Ogan Komering Ulu Selatan di Kecamatan Simpang Sinyal IM3 sudah 3 hari ini hilang, untuk pihak yang bersangkutan tolong ditanggulangi Terimakasih;1;24/01/2024 14.56;0;;
Aryo Irawan;Sudah hujan pasti lag;2;24/01/2024 14.55;81.07.00;;
Sandika KOT;Nyesel gue beli ni kartu dlu enak aja sekarang beh nambah kebalik nyesel banget gue beli ratusan ribu masih aja ngelag ya Allah ni signal gak pernah dipebaikin tiap hari ngelag nyesel nyesel😭;1;24/01/2024 14.45;81.16.00;;
Bachtiar;Kecewa banget jaringan nya sering ilang sendiri,padahal gw udah lama pake kartu im3;1;24/01/2024 14.45;0;;
ayy? iya;INI GIMNA SIH INDOSAT,KUOTA MAKIN MAHAL TAPI JARINGAN MAKIN LELET,KALO KUOTA MAHAL JARINGAN HARUS STABIL LAH,KALO KEK GINI TERUS KAPAN ADA KEMAJUANNYA,DASARR INDOSAT PAYAHHH!!!;1;24/01/2024 14.41;82.00.03;;
Anty Aryanti;ferygoood yahh;4;24/01/2024 14.37;0;;
Launghsb Launghsb;bagus bangetttt aflikasinya saya suka kartu dan paket bonus nya..;4;24/01/2024 14.37;0;;
Wawan Wawan;pakai my im3 memang mantap;1;24/01/2024 14.35;82.00.04;;
Ahmad Yani;keren;5;24/01/2024 14.29;0;;
sun dariyatinengsih;sundariyatinegsih;5;24/01/2024 14.26;0;;
Maspura Raa;Paket mahal jaringan jlek;1;24/01/2024 14.25;82.00.03;;
Amir hamzah;Sinyal jadi ampas beginii;1;24/01/2024 14.20;82.00.04;;
Edi bhogelyoung;"Beli paket GK masuk"" padahal history sukses tolong di cek lah";1;24/01/2024 14.20;0;;
GANDHI SNC;Update Mulu , sinyal buffering lemot, kagak jelas . Lama lama pindah provider lah. Udah muak;1;24/01/2024 14.20;0;;
Mang;Hapus;5;24/01/2024 14.19;0;;
AFGHAN XI;Indosat ntah apa kerjanya pembodohan dulu harga kuota internet 20gb 50.000 sekarang malah 12gb 50.000 . Padahal saya menggunakan Indosat agar hemat.;1;24/01/2024 14.18;82.00.03;;
Kartika Amalia;Buruk sekali, tidak bisa melakukan pembayaran dengan gopay! Selalu gagal padahal cukup saldo;1;24/01/2024 14.18;0;;
Alaudin Afansyah;Terima kasih pada aplikasi myIM3;5;24/01/2024 14.17;82.00.04;;
Faisal Hidayat;Susah transaksi kenapa si;2;24/01/2024 14.14;82.00.04;;
Bagus Khaeromain;sering ngasih gratisan si;5;24/01/2024 14.14;81.10.01;;
Mas Suradi;Di tempat saya jaringan data semakin lemot. Kecepatan download apk d playstore 252kb/s 😆;5;24/01/2024 14.08;81.15.00;;
Alfikri hidayat;mantap;5;24/01/2024 14.04;81.06.00;;
Titin Windarti;Info internet gratis;5;24/01/2024 13.58;0;;
A Mell;muantep foolllll. lebih banyak lagi promo & kalo bisa di adakan gratisan setiap harinya🙊;4;24/01/2024 13.54;81.16.00;;
Kumaedi 1988;Sinyal burik,lelet,lemot parah!!!!!!!!!!!!!! Harga naik kualitas turun.....Indosat payah,beralih ke Smartfren josssssss!!!!!!!!!!;1;24/01/2024 13.51;81.16.00;;
Nafarin Muhammad;Sms otp untuk login gak masuk masuk.;1;24/01/2024 13.50;82.00.03;;
Ratu Kaisa;bagus;5;24/01/2024 13.49;82.00.04;;
Ade Pramadi;Mantep banget SINYAL NYA KAYA SAMPAH UDAH PEMAKAI LAMA PENGGUNA KARTU INDOSAT. MAKIN LAMA MAKIN MAHAL TRUS SINYALNYA KOK BURUK BNGET PADAHAL CUMA MAIN GAME MODA PESAWAT UDAH RESTART HP UDAH EMNG SINYALNYA NIH;5;24/01/2024 13.46;82.00.03;;
sitinurayu putri;👍;1;24/01/2024 13.44;0;;
Dede Husen;"Semakin buruk jaringan indosatnya nggak stabil suka putus koneksi tiba"" apk nya aja di perbaharui terus,kekuatan jaringannya nggak di perbaiki.";1;24/01/2024 13.42;82.00.02;;
KHOLIFATUL ADAWIYAH;Aplikasi ko gangguan trus....;1;24/01/2024 13.36;82.00.02;;
Ari Saputra;Ehhhhh tolong bngt nih sinyal sekarang kaya eekk tau ga beli kuota mahal sinyal ga jelas lag trus perbaiki lah nyesel gwe beli ini kartu;1;24/01/2024 13.35;81.04.00;;
Muhammad Khodiq;sinyal eror;1;24/01/2024 13.30;82.00.03;;
Imron6441;baguss;5;24/01/2024 13.29;82.00.03;;
Rumaisa Raudhatul;paket mahal jaringan jelek 🤣🤣🤣 rugiii;1;24/01/2024 13.29;0;;
M Kelvin;Lila anjing;1;24/01/2024 13.27;81.13.00;;
Juna juna;sngat baiikk;5;24/01/2024 13.23;82.00.03;;
Bayu Kusuma;Mantap dan keren;5;24/01/2024 13.22;82.00.04;;
Meilitha Sari;Beberapa minggu ini kekuatan sinyal sangat buruk, seringkali hilang sinyal dan terputus koneksi tanpa sebab yang jelas;1;24/01/2024 13.21;0;;
Muhammad Arsyad;Buruk banget sekarang aplikasinya makin lag aku lebih suka yang dulu daripada yang sekarang, huh sangat mengecewakan;1;24/01/2024 13.20;82.00.03;;
Arik Firginovalino;ok;5;24/01/2024 13.19;82.00.04;;
Dimas Fahlevi;Hhhh knp kah lagi ini jaringan kasian datang lagi kumat nya malah jlk lagi padahal hari hari kemarin bagus ,tolong lah jangan suka tiba tiba kasih jlk jaringan;1;24/01/2024 13.19;82.00.03;;
Bryan Z1;jaringan busuk makan lama makin lelet beli kuota 100gb tpi jaringan kyk taikk busuk;1;24/01/2024 13.16;81.07.00;;
Faissal Bakri;pelanayan CS nya mantapp,thanks🔥🔥;4;24/01/2024 13.11;81.10.01;;
Ero Kurniawan;mntap lah;5;24/01/2024 13.00;82.00.04;;
M Fahrurozi;Gaje Cok sinyalnya padahal banyak eh malah ilang Mulu spek hp gua gahar gaje nih m3 babi kartu jaringan penuh leg legan Mulu, sumpah gua kartu gajelas Cok sinyal penuh malah merah pas gamenya aneh banget M3 beuh gaje tolong lah di perbaiki lagi kualitas jaringannya gua dari 2019 pake kartu M3 kendalanya pas game pasti jaringan ilang padahal sinyal penuh aneh bange tolong lah perbaiki lagi sistem sinyalnya gaje kartu;1;24/01/2024 12.58;82.00.02;;
Su Wanta;SuWanta;5;24/01/2024 12.57;81.16.00;;
Axcel Rivaldo joshe;Aku kasih nilai bintang tiga karena bayarnya di online enga bisa bayar diindomaret dan lain lain;3;24/01/2024 12.54;82.00.03;;
mikhael leandre;Ngeleg mau main game please lah jadi kalah trs;2;24/01/2024 12.54;82.00.04;;
Azmi Sidik;Bangkrut aja lohh jaringan ngeleg ga ngotak udah bayar mahal malah lag mending bangkrut aja lu indosattt;1;24/01/2024 12.52;82.00.03;;
Ngakan Satria84;sinyal IM3 tidak stabil untuk maen game ngelag dan sinyal error' dengan tiba2.. kualitas sinyal tolong lebih stabil agar TDK mengecewakan;1;24/01/2024 12.50;81.15.00;;
pur; HFN;5;24/01/2024 12.48;82.00.03;;
Kinara Nay;sangat bagus;5;24/01/2024 12.47;0;;
Jullya Ramadhani A;sangat bagus sinyal kuat internet lebih murah;5;24/01/2024 12.45;82.00.04;;
MJR BERKARYA74;makin hari makin buruk makin hari pula jaringan makin ngga karuan;1;24/01/2024 12.45;81.06.00;;
Yasir Arafat;ok;5;24/01/2024 12.44;82.00.04;;
Amud Sumurbatu;ok;5;24/01/2024 12.44;82.00.04;;
ayu aristyadewi;Susah untuk transfer pulsa, kode otp tidak dikirim. Pdahal sudah ditunggu. Mhon dperbaiki aplikasinya.;3;24/01/2024 12.39;0;;
Semar Semar;sangat membantu;5;24/01/2024 12.36;82.00.04;;
Anggora Unyil;kurang murah.. buat internetan cepat habis;3;24/01/2024 12.34;81.16.00;;
Ade Powerf;Kartu tolol kuota boros jaringan lemot;1;24/01/2024 12.32;82.00.02;;
Aris cibeber;Min .ko.apl m3 nya ga bisa buka knpa min..;3;24/01/2024 12.29;82.00.02;;
Endang Wezz;redwar poin nya guna kali;5;24/01/2024 12.29;0;;
Gunawan;Masa baru isi kuota 5gb udah habis dan kejadian yg kedua kali aneh bener;1;24/01/2024 12.26;0;;
samudra jaya artha;baik;4;24/01/2024 12.25;82.00.04;;
Adi Perdana;Sangat lemot ...di pembaruan makin lemot....;1;24/01/2024 12.25;82.00.04;;
Puji argo Puji argo prastyo;Bagus;5;24/01/2024 12.24;81.13.00;;
Hamdani Prayoga;Bonusnya Kouta hilang seketika;1;24/01/2024 12.23;82.00.04;;
Agung Saputra;Sumpah skrg jabodetabek jaringan IM3 buruk, pdhl dah brp tahun langganan disini, awalnya mungkin utl bbrp bupan saja tapi hampir setahun ini sinyal lemot buruk, maaf klo masih blm diperbaiki mungkin waktunya berpindah langganan. Kecewa berat tiap bulan isi 150k paket tpi lemot!!;2;24/01/2024 12.19;82.00.02;;
Ino;bagus;4;24/01/2024 12.17;82.00.04;;
Bunga Nur Setyana;setelah di-update aplikasi jadi burik, paket yang difavoritkan hilang bgitu saja. harga nya pun jadi berbeda dan tidak bisa melihat paket itu untuk apa saja. Sebaiknya seperti dulu saja. Tidak seperti sekarang. Kurang nyaman dan tidak suka.;1;24/01/2024 12.17;82.00.04;;
Fauzan Daniswara S;Kenapa akhir² ini sering gangguan!?;1;24/01/2024 12.13;82.00.03;;
Rizki Boyz;bagus;5;24/01/2024 12.05;82.00.04;;
Mamun Z;ko g ad bonus nya😂;4;24/01/2024 12.05;82.00.03;;
Rahmat Ardiyan;Mahal mahal banget gila, ini kalo di operator sebelah mungkin uda dapet kuota yg gede lah ini kecil banget, mending kalo sinyalnya bagus mah.. kecewa si harganya pada naik mana kaga ngotak lagi mending pindah si;1;24/01/2024 12.03;82.00.04;;
Andika Putra;pelayanan jelek👎;1;24/01/2024 12.03;82.00.03;;
Dion Wijaya;Ini tambah hari tambah naik harga paket datanya gajelas;1;24/01/2024 12.00;81.13.00;;
Ancak Sekolah;ok;5;24/01/2024 11.57;82.00.04;;
Azka AlKautsar;Udah gabener itu kartu masa gw baru beli kouta mahal mahal malah ga aktif kuotanya padahal jaringan full hadehh Indosat Indosat;1;24/01/2024 11.56;82.00.03;;
Giselle 22;sangat relevan;5;24/01/2024 11.56;82.00.03;;
Sumber Loggan;sering keluar sendiri dari app myM3, saya merasa kesulitan untuk dapat masuk kembali;2;24/01/2024 11.53;81.13.00;;
Rendi Ardian;🔥🔥🔥🔥🔥🔥;5;24/01/2024 11.42;82.00.02;;
Grand Max;Makin kesini semakin aku pengen ganti kartu. Karna im3 yg skarang sangat buruk se buruk buruknya taiii;1;24/01/2024 11.40;81.16.00;;
VIN VINN;mantap;5;24/01/2024 11.36;82.00.04;;
indra sari;Bonus kuota selalu di tut;5;24/01/2024 11.34;82.00.03;;
Mia New;sangat bagus;5;24/01/2024 11.31;82.00.04;;
Irhanuddin 07;Mantap jiwa banyak bonus;5;24/01/2024 11.21;0;;
ariyandani;waw;5;24/01/2024 11.17;82.00.04;;
Hotman Manik;sinyal OKe,,,promo banyak,,,,harga kuota murah meriah,,,👌💪💪💪;5;24/01/2024 11.16;82.00.03;;
Nanang Sadut;good;1;24/01/2024 11.15;82.00.04;;
San jho;bagus dan terperjaya;5;24/01/2024 11.08;82.00.04;;
Pacarnya Ocong;SEMENJAK INDOSAT DI JUAL PIHAK LUAR, SINYALNYA BUKANNYA MAKIN MAJU, MALAH MAKIN SURAAM NIH INTERNET,PAKET ELIT SINYAL SULIT CUAAAKS;1;24/01/2024 10.57;82.00.03;;
tengku muhammad;Untuk jaringan im3 sering banget bermasalah;1;24/01/2024 10.49;81.16.00;;
Imam Penszol;sangat membantu;5;24/01/2024 10.48;81.04.00;;
Cahyo Sugiarto;"Buat iklan ""main game lancar tanpa ngelek""lah ini masih sisah 1,1gb udah merah merah nggak bisa buat apa apa su minimal kasih kompensasi lah udah berlanjut 1bulan lebih kalau sisah 1gb selalu nggak bisa";1;24/01/2024 10.47;82.00.03;;
Anis Widaningsih;gratis donk;5;24/01/2024 10.39;0;;
Masudiok Masudiok;Sumpah nyesal aku ngapdate aplikasi ini, Indosat lemot payah,;1;24/01/2024 10.34;0;;
Rizky Ristiawan;Kirim kode otp ny kemana ...diulang 15 kali kode gk dikirim;2;24/01/2024 10.30;82.00.04;;
Ratih Aulia;trmksh jaringan selalu stabil banyakin diskon ya;5;24/01/2024 10.20;0;;
Hendri WiKiZa;Halo indosat mengapa sudah beberapa bulan ini sinyal iM3 di lokasi kepri super LELET jaringan internetnya tolong datang cekbke lokasi kami terimakasih;4;24/01/2024 10.19;82.00.03;;
komang pande sudarsana;the best for now,, semoga selalu di tingkatkan;4;24/01/2024 10.16;81.16.00;;
Abdul Hasan;aplikasi ini sangat membantu;5;24/01/2024 10.14;82.00.04;;
Jujuk dwi marista;Perlu di benerin signal indosat, dan sistem nya karena sering pulsa terpotong dengan sendiri nya;2;24/01/2024 10.14;82.00.03;;
Shochib Chasybulloh;Sering Log out sendiri aplikasi nya tolong diperbaiki,saya kasih bintang 5 biar lebih sering bikin Hot Promo....👍;5;24/01/2024 10.13;82.00.04;;
Setiyo Mujiono;baik;5;24/01/2024 10.11;82.00.03;;
Wisnu Alghifari;keren;5;24/01/2024 10.07;81.16.00;;
Riyan;Ternyata nyedot pulsa kalau belum beli paket data. Ini sih sangat merugikan , mana tidak ada pemberitahuan lagi . Baru beberapa minggu pindah ke im3 jadi ga betah . Masih mending by.U jauh.;1;24/01/2024 10.07;82.00.04;;
Rynaldi Rahadian;Kecewa banget sama im3 padahal saya pengguna lama Masa kemaren paketin sebulan 10 gb rp 50 rb Tiba tiba ketiban sama paket 500 mb /2 hari mana paketnya make plsa darurat aneh padhal saya gak menyetujui paket 500 mb /2 hari , nyesek njiiir;1;24/01/2024 10.02;82.00.03;;
komang aliajus;Mohon dipercepat proses download nya terimakasih;5;24/01/2024 09.52;81.09.00;;
GBU 05;bagus;3;24/01/2024 09.48;82.00.04;;
Fykhar Zulfykhar;Malas pake Indosat tiba tiba kuota hilang kagak jelas padahal baru di isi 20 gb cumn di pake dua hari langsung hilang;1;24/01/2024 09.46;82.00.03;;
Nama Saya;Jaringan perbaiki lagi ya anjng bagus di liat jelek di pakai, eh Min maaf ya kemarin kasar, soalnya kesal karena jaringan nya lumayan repot di keadaan tertentu, dan mohon maaf ya min atas kelancangan nya🙏;5;24/01/2024 09.46;82.00.02;;
Manr 1622;Indosat sinyal bagus jaringan jelek banget najis;1;24/01/2024 09.45;82.00.03;;
MHDSTBY;Notif berisik!;1;24/01/2024 09.44;82.00.03;;
Faqih Faqih;kasih geratisn kuota lagi;5;24/01/2024 09.44;82.00.03;;
Jesika Safitria;mantap bonusnya tiap hri;5;24/01/2024 09.43;82.00.03;;
Tirta Mancing & Tutorial Kehidupan;Habis isi paket Langsung gangguan, percuma isi paket data,,, buang kartu Indosat;1;24/01/2024 09.40;82.00.03;;
Nim Nim;Sekarang Indosat sudah mahal semua untuk yang kartu lama, ada kan gratisan lagi dong min biar semangat pake Indosat nya lagi;5;24/01/2024 09.38;82.00.04;;
Didi Cahyadi;👍👍;5;24/01/2024 09.37;82.00.03;;
Ilmi Kurnia;jelek 💩sering ngecewain pulsa sering kesedot ngga jelas;1;24/01/2024 09.36;82.00.02;;
Marshuphillami;AMPAASSSS!!!! kode otp yg saya perlukan tidak di kirim² dan saya mau cek nomor gabisa dan mau isi pulsa tidak muncul² nomor nya,nyesek berlangganan kalo kek gini cerita nya😠;2;24/01/2024 09.34;0;;
Edrus Santoso;sinyal kurang bagus;4;24/01/2024 09.33;82.00.03;;
Nana Nana;bagus;5;24/01/2024 09.28;0;;
Dimas Saputra;Aplikasi tidak membantu apapun, dalam konteks penyelesaian keluhan tidak terpenuhi, banyak fitur gajelas dan ga berguna, yang lebih parahnya customer service yang ga solutif dan gabisa memberikan solusi atau penyelesaian yang benar-benar clear. Hapus aja aplikasi ini!;1;24/01/2024 09.21;v76.5;;
Nyoman Sepel;baik sekali;5;24/01/2024 09.19;81.14.02;;
Tommy Tommy;MyIM3 memang the best forever;5;24/01/2024 09.19;82.00.03;;
Nazril Nazril;ok;5;24/01/2024 09.12;81.16.00;;
D&D faizal;kupret lah ktanya downlod apk dpt grtis 1gb tpi mn d klik mlh eror;4;24/01/2024 09.06;82.00.03;;
Mansyur Maulana;masih menjelajahi;5;24/01/2024 09.05;82.00.04;;
Arrifa Mawaddah;mantup;5;24/01/2024 09.03;82.00.04;;
Uum Ummach;enak pakek im3;5;24/01/2024 09.02;82.00.03;;
Syifa Kurotulaini;kenapa aku kasih bintang 4 karena setiap aku buka suka lama kebuka mau ngeceknya lama;4;24/01/2024 09.01;82.00.04;;
Nanda Vina Azqia;Pulsa sering hilang pdhal gak di pake apa² . Tolong perbaiki , kalo bisa sediain pengunci pulsa biar ga tiba² kepotong ga jelas;1;24/01/2024 08.57;0;;
Dimas Three Three;"Aplikasi penuh masalah Saya mau membeli paket data ada tulisan"" upss ada yang salah coba lagi nanti "" setelaha saya tunggu 1 minggu tetap aja ga bisa beli paket data.";1;24/01/2024 08.52;82.00.04;;
Viko Ardiansah;bagus banget;5;24/01/2024 08.51;82.00.04;;
Sofyan Maulana;Masa paketin di telepon ga bisa lollll;1;24/01/2024 08.51;81.16.00;;
Muanah Anaah;sinyal nya kurang bagus;3;24/01/2024 08.39;82.00.04;;
Zulpikar Kurniawan;Makin kesini semakin kesana,semakin dibeli paket semakin mahal ni paket Im3.beli paket biasanya 50rb dpt 18gb skrng sudah tidak dapat;1;24/01/2024 08.37;82.00.04;;
Wan;mantap;5;24/01/2024 08.33;0;;
Kontol Pecah;Terbaik;5;24/01/2024 08.31;82.00.03;;
Aldi Suryana;INDOSAAATTT....INDOSAAATT... SUMPAH gw geram sama provider 1 ini udah paket nya mahal² tapi sinyalnya ASTAGFIRULLAHHH GA NGOTAK !! tiap hujan selalu gangguan ,mati lampu gangguan ,dan gatau lahh mending gua pake Telkomsel sama 3 aja lebih WORTIT .;1;24/01/2024 08.31;82.00.02;;
Arya Adi;mangkin oke;5;24/01/2024 08.25;0;;
Sandi Iswandi;Semakin update semakin payah ni apk;1;24/01/2024 08.25;81.07.00;;
Syahrul Maliki;baik;4;24/01/2024 08.24;82.00.03;;
uria telo;mantaf;5;24/01/2024 08.24;82.00.03;;
Raysa Maysarah;baguuuuus;5;24/01/2024 08.24;82.00.04;;
Zio Purba;yg bartu;5;24/01/2024 08.23;82.00.02;;
Rizki Setiaptr;mantap apk semoga dapat bonus 10gb;5;24/01/2024 08.22;82.00.03;;
Bengkel diko Cahaya ridwan;jaringan internet sering ngilang tak tahu kemana;2;24/01/2024 08.22;81.16.00;;
Bagus saputra;Mohon diperbaiki jaringannya Indosat, semakin lama semakin lemot nih;3;24/01/2024 08.22;0;;
Fathul Qorib;Sinyal Sangat Jelek Bahkan Sekarang Tidak Bisa Digunakan Untuk Apapun,Padahal Kemarin Masih Lancar;1;24/01/2024 08.20;0;;
Punya Nama;Ga bisa membantu ketika ada masalah provider;1;24/01/2024 08.11;0;;
Irul Siregar;👍;5;24/01/2024 08.09;0;;
Abdul Amin;Baguss;5;24/01/2024 08.09;80.02.02;;
Kafka_ Official;Makasih minta udh dibenerin jaringannya,, sekarang sudah membaik dan semoga IM3 makin sukses terus,, OIYA UNTUK PAKET DATANYA SEMOGA DI MURAHIN LAGI ATAU KASIH PROMO GITU HEHEHE😁 Aku kasih bintang 5 pokoknya... IM3 THE BEST!!!!;5;24/01/2024 08.08;81.14.02;;
Ihan Rosihan;Setelah update malah rusak;1;24/01/2024 08.04;82.00.03;;
Bebek Aan (Bebek);Bagus;5;24/01/2024 08.03;82.00.04;;
aditt suka nadaa;ngelag asuuuu, ini kenapa satt, biasanya juga ga ngelag anjggggg;1;24/01/2024 08.01;0;;
Anthy Oktavia;benar gak ribet cek kuota pake' aplikasi ini 👍👍👍;5;24/01/2024 08.01;82.00.03;;
Dimsfuryyy;Makin sini makin ga jelas jaringan nya !!!! Mahal nya doang , kualitas zonkkkkk . Terus bisa kaga sih kalo ada sms dari operator ga usah spam ? Masalah nya tiap ada sms dari operator sinyal langsung E/G !!!;1;24/01/2024 07.58;82.00.02;;
Alfa Yudha;tidak pernah dapat bonus internet;5;24/01/2024 07.55;82.00.02;;
saepullah ipul;baik;5;24/01/2024 07.52;82.00.04;;
Muhammad Riko;Kecewa Banget Sama Im3 Pulsa Tidak Dibelinya Paket Malah Di Sedot Habis.;1;24/01/2024 07.51;82.00.02;;
Tegar Bagus Saseno;kartu jmbddd moga bangkrut;1;24/01/2024 07.49;81.16.00;;
Riyadi CLA X;Nyesel aku beli ini ngent sinyal gak jelas goblk;1;24/01/2024 07.47;82.00.03;;
Vickey Dinara;buset dah buka aplikasi aja lama banget, niat bikin ga si?;3;24/01/2024 07.42;81.04.00;;
Ekosri Yanto;sangat membantu;5;24/01/2024 07.42;82.00.04;;
Husnul Khotimah;game nya nyebelin banget fak kata gue teh, tadinya gamasalah pas nyoba game jadi pengin ganti kartu , sebel banget;1;24/01/2024 07.34;81.16.00;;
aji nugroho;jangan pakai im3;1;24/01/2024 07.34;82.00.04;;
Nur Waijin;suka;5;24/01/2024 07.32;82.00.03;;
Rafli K;Provider lag;1;24/01/2024 07.24;82.00.02;;
Muh Aldi Sopian;mantap;5;24/01/2024 07.21;82.00.03;;
Akun Game;Sinyal nga kuat di tengah kota aja masih suka drop, notif banyak bgt, aga ganggu;1;24/01/2024 07.20;0;;
Sa Rna;bagus;5;24/01/2024 07.14;82.00.03;;
Heru Clp;ipu;5;24/01/2024 07.09;81.16.00;;
Ahmad alfathir Malik;sangat bagus kalau bisa bagi bonus;5;24/01/2024 07.09;82.00.02;;
mawar azahra;sangat puas dengan pelayanan nya pegawai nya semua ramah;5;24/01/2024 07.01;82.00.04;;
Adyastha Widi adinata;bguss;5;24/01/2024 06.54;82.00.04;;
Kayza Azahra;lancar buat komunikasi,jaringan kuat;5;24/01/2024 06.50;82.00.02;;
Achmad Kholiq;mantap;5;24/01/2024 06.50;82.00.02;;
Erni Karni;aplikasi nya sangat membantu 🙏;4;24/01/2024 06.41;82.00.04;;
